Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw]
UI/Intro/5,Text,,프로젝트는 순조롭게 진행되었다,"Le projet avançait sans encombre. Les derniers survivants de l'humanité s'y rassemblèrent,",プロジェクトは問題なく進んでいった。,方舟计划稳步进行。,方舟計劃穩步進行。
UI/Intro/6,Text,,"얼마 남지 않은 마지막 인류가 모이기 시작했고, 마침내 방주가 성공적으로 가동되었다.",et le Projet Arche fut un succès.,生き残った人々はアークに乗り込み、やがてアークが起動した。,当留下来的最后一群人类踏上方舟时，方舟终于成功启动。,當留下來的最後一群人類踏上方舟時，方舟終於成功啟動。
UI/Intro/7,Text,,"하지만, 그 기쁨도 잠시…","Cependant, cette joie fut de courte durée...",だが、成功の喜びも束の間…,但人们还没来得及享受成功的喜悦，突然发生了一件匪夷所思的事情……,但人們還來不及享受成功的喜悅，突然發生了一件匪夷所思的事情……
UI/Intro/8,Text,,어느 날 프로젝트와 관련된 인원들이 실종되었다.,"Un jour, toutes les personnes impliquées dans le projet disparurent.",突然、プロジェクトに関わった人々が姿を消した。,与方舟计划有关的工作人员全部失踪了！,與方舟計劃有關的工作人員全部失蹤了！
UI/Intro/9,Text,,"남은 사람들은 방주에 대해서 연구했지만, 그것은 현시대의 기술력으로 만들어진 것이 아니었다.","Ceux qui restaient tentèrent d'en apprendre davantage sur l'Arche, mais découvrirent qu'elle n'avait pas été construite avec une technologie moderne.",残された人々はアークの研究を始めたが、アークは現在の技術力で造られたものではなかった。,留下来的人类对方舟进行了研究，却发现方舟根本不是用现代技术制造出来的。,留下來的人類對方舟進行了研究，卻發現方舟根本不是用現代科技製造出來的。
UI/Intro/Continue,Text,,계속하려면 아무키나 누르세요,Appuyez sur une touche pour continuer.,press any key,按任意键继续。,按任意鍵繼續。
UI/Intro/Early,Text,,"크로노 아크는 개발 단계의 게임입니다.


게임의 콘텐츠는 전부 완성된 상태가 아니며, 추후 변경될 수도 있습니다.
버그가 발생하고 밸런스가 완벽하지 않을 수 있다는 뜻이죠.


저희가 게임을 개선하고, 신규 콘텐츠를 추가하는 동안 부디 재밌게 플레이 해주시기 바랍니다.","Chrono Ark est un jeu toujours en cours de développement.

Nous continuerons d'améliorer le jeu au fil des prochaines mises à jour.
Des bugs peuvent encore survenir, et nous poursuivons également notre travail d'équilibrage.

Nous espérons que vous apprécierez Chrono Ark pendant que nous continuons à l'améliorer et à y ajouter de nouveaux contenus.","クロノアークは開発中のゲームです。


 ゲームはまだ未完成で、後に変更があるかもしれません。
 バグが発生する可能性や、バランス面で問題があるかもしれません。


 ゲームを改善し、新しいコンテンツを追加する間、何卒現状のゲームをお楽しみいただければ幸いです。","超时空方舟目前仍然处于开发阶段。


  游戏内容还没有全部开发完成，未来可能还会发生变化。
  这意味着游戏中可能会存在一些 BUG，且游戏平衡性还不够完善。


  希望超时空方舟能够为您带来愉快的游戏体验，在这期间，我们将不断改善游戏、添加新的内容。","超時空方舟目前仍處於開發階段。


  遊戲內容還沒有全部開發完成，未來可能還會改變。
  這意味著遊戲中可能會存在一些 BUG，而遊戲平衡性還不夠完善。


  希望超時空方舟能為您帶來愉快的遊戲體驗，在這段期間，我們將持續改善遊戲、增加新的內容。"
UI/Intro2/1,Text,,지구는 갑작스럽게 얼음으로 뒤덮였다.,La Terre fut soudainement recouverte de glace.,地球は突然、氷に包まれた。,地球突然被冰雪所覆盖。,地球突然被冰雪所覆蓋。
UI/Intro2/2,Text,,"태양은 사라지고, 살아 움직이는 모든 것들의 시간은 멈춰 버렸다.",gamemoderun %command%,太陽が消え、生きている者達の時間は止まってしまった。,太阳消失不见，地球上一切生物的活动都停止了。,太陽消失不見，地球上一切生物的活動都停止了。
UI/Intro2/3,Text,,"이대로는 인류가 절멸할 것이라고 판단한 과학자들은, 대재앙에서 살아남기 위해","Des scientifiques, estimant que l'humanité allait bientôt être menacée d'extinction,",人類の絶滅を予見した科学者たちは「厄災」から生き残るため,科学家们认为照这样下去人类会走向灭亡，为了在大灾难中活下来，,科學家認為照這樣下去人類會走向滅亡，為了在大災難中活下來，
UI/Intro2/4,Text,,가상현실 프로그램 「방주」를 만들었다.,"a créé un programme de réalité virtuelle, « l'Arche ».",仮想現実プログラム、「アーク」を作った。,他们创造了虚拟现实程序——「方舟」。,他們創造了虛擬實境程式——「方舟」。
UI/Intro2/5,Text,,"프로젝트 참가자와 과학자들은 냉동수면 장치에 들어가고,","Les scientifiques, convaincus que l'humanité était vouée à disparaître,",プロジェクトの参加者たちは冷凍睡眠装置に入り、,参与项目的科学家们进入了冷冻睡眠装置，,參與計畫的科學家們進入了冷凍睡眠裝置，
UI/Intro2/6,Text,,동시에 방주 프로그램에서 생활할 수 있게 되었다.,"Parallèlement, ils ont pu poursuivre leur vie dans le cadre du programme Ark.",アークのプログラム内で生活できるようになった。,开始了在方舟程序中的生活。,開始了在方舟程序中的生活。
UI/Intro2/7,Text,,"하지만, 사람들은 깨닫지 못했다.","Cependant, ils ne se rendaient pas compte que…",しかし、人々はまだ気づいていなかった。,但人们并没有意识到。,但人們並沒有意識到。
UI/Intro2/8,Text,,"방주가 희망으로 가득 찬 보금자리가 아닌,","...que l'Arche n'est pas un refuge sûr, source d'espoir,",アークは希望溢れる新しい「家」ではなく、,方舟不是充满希望的家园，,方舟不是充滿希望的家園，
UI/Intro2/9,Text,,영원히 빠져나갈 수 없는 감옥이라는 것을.,mais une cage qui les emprisonnerait pour l'éternité.,永遠に抜け出せない「牢獄」だということに。,而是永远无法逃脱的监狱。,而是永遠無法逃脫的監獄。
UI/Inventory/PadMove,Text,,이동,Déplacer ,移動,移动,移動
UI/Lab_ArkUpgrade_Back,Text,,뒤로,Partir,戻る,返回,返回
UI/Lab_ArkUpgrade_Main,Text,,연구소,Laboratoire,研究所,研究所,研究所
UI/LoopSystem,Text,,"Ark System Version 14.12


메인 프로세스 중단[long0.1].......[lend] 완료
모든 기억데이터 찾는중[long0.5].......[lend] 성공
602개의 기억 데이터를 찾았습니다.
597개의 기억 데이터를 되돌리는 중[long0.7].......[lend] 성공
[&2]알림 : 5개의 기억데이터는 되돌리지 않습니다. 자세한 내용은 관리자 콘솔을 확인하세요.
프로세스 초기화중[long0.25].......[lend] 성공


방주 시스템 검사 루틴 시작.
메인 컴퓨터 검사중[long0.1].......[lend] 정상
냉동 수면 장치들 검사중[long0.12].......[lend]
[&2]경고 : 작동이 중단된 장치를 발견했습니다. 자세한 내용은 관리자 콘솔을 확인하세요.
외부 확인 모듈 검사중[long0.1].......[lend]
[&2]알 수 없는 오류 : 외부 확인 모듈을 사용할 수 없습니다.
방주 시스템 검사 루틴 종료.
루프 횟수 증가[long0.2].......[lend] 성공


루프 명령이 완료되었습니다.
가상현실을 재구축합니다.[long0.5]........[next]....","Version 14.12 du système Arche

Abandon du processus principal[long0.1].......[lend] Terminé.
Récupération de toutes les données mémorielles[long0.5]......[lend] Réussie.
602 données mémorielles trouvées.
Restauration de 597 données mémorielles[long0.7]......[lend] Réussie.
[&2]Notification : 5 données mémorielles ne seront pas restaurées. Consultez la console d'administration pour plus d'informations.
Initialisation du processus[long0.25].......[lend] Réussie.

Lancement de la procédure d'inspection du système Arche.
Vérification de l'ordinateur principal[long0.1]......[lend] Aucun problème détecté.
Vérification des dispositifs de sommeil cryogénique[long0.12]......[lend]
[&2]Avertissement : Un dispositif défectueux a été détecté. Consultez la console d'administration pour plus d'informations.
Vérification du module d'observation extérieur[long0.1].......[lend]
[&2]Erreur inconnue : Module d'observation extérieur indisponible.
Procédure d'inspection du système Arche terminée.
Incrémentation du compteur de boucles[long0.2].......[lend] Réussie.

La commande de boucle a été exécutée.
Reconstruction de la réalité virtuelle.[long0.5]........[next]....","Ark System Version 14.12


 メインプロセスを中断[long0.1].........[lend]完了。
 全記憶データを検索[long0.5]......[lend]成功。
 602個の記憶データを確認しました。
 597個の記憶データを復旧[long0.7]......[lend]成功。
 [&2]お知らせ : 5個の記憶データは復旧しません。管理者コンソールを確認してください。
 プロセスの初期化[long0.25]......[lend]成功。


 アークのシステムチェックルーチンスタート。
 メインコンピューターのチェック[long0.1]......[lend] 正常。
 冷凍睡眠装置のチェック[long0.12]……[lend]
 [&2]警告 : 起動が中断された装置を発見しました。詳しい内容は管理者コンソールを確認してください。外部確認モジュールチェック[long0.1]......[lend]
 [&2]エラー : 外部確認モジュールを使えません。
 アークシステムチェックルーチン終了。
 ループ回数増加[long0.2]......[lend]成功。



 ループ命令が完了しました。 仮想現実を再構築します。[long0.5]......[next]…","Ark System [Version 14.12]


  中断主程序[long0.1].......[lend] 完成
  正在寻找所有记忆数据[long0.5].......[lend] 成功
  已找到602个记忆数据。
  正在返回597个记忆数据[long0.7].......[lend] 成功
  [&2]通知：5个记忆无法返回。详细内容请确认管理者后台。
  正在进行程序初始化[long0.25].......[lend] 成功


  开始方舟系统检查步骤。
  正在检查主电脑[long0.1].......[lend] 正常
  正在检查冷冻睡眠装置[long0.12].......[lend]
  [&2]警告：发现停止运行的装置。详细内容请确认管理者后台。
  正在检查外部确认模块[long0.1].......[lend]
  [&2]未知错误：无法使用外部确认模块。
  方舟系统检查步骤结束。
  循环次数增加[long0.2].......[lend] 成功


  循环命令已完成。
  重新构建虚拟现实。[long0.5]........[next]....","Ark System [Version 14.12]


  中斷主程式[長0.1].......[lend] 完成
  正在尋找所有記憶數據[long0.5].......[lend] 成功
  已找到602個記憶數據。
  正在返回597個記憶資料[long0.7].......[lend] 成功
  [&2]通知：5個記憶無法返回。詳細內容請確認管理者後台。
  正在進行程式初始化[long0.25].......[lend] 成功


  開始方舟系統檢查步驟。
  正在檢查主電腦[長0.1].......[lend] 正常
  正在檢查冷凍睡眠裝置[長0.12].......[lend]
  [&2]警告：發現停止運轉的裝置。詳細內容請確認管理者後台。
  正在檢查外部確認模組[long0.1].......[lend]
  [&2]未知錯誤：無法使用外部確認模組。
  方舟系統檢查步驟結束。
  循環次數增加[長0.2].......[lend] 成功


  循環命令已完成。
  重新建構虛擬實境。 [長0.5]........[next]...."
UI/MPUpLv_1,Text,,최소 3명의 파티원이 레벨 2이상 달성해야 합니다.,Vous devez avoir 3 membres du groupe au niveau 2 ou supérieur.,レベル2以上のパーティーメンバーが3人以上必要です。,至少有3名队员的等级达到2级及以上。,至少有3名隊員的等級達到2級以上。
UI/MPUpLv_2,Text,,최소 4명의 파티원이 레벨 3이상 달성해야 합니다.,Vous devez avoir 4 membres du groupe au niveau 3 ou supérieur.,レベル3以上のパーティーメンバーが4人以上必要です。,至少有4名队员的等级达到3级及以上。,至少有4名隊員的等級達到3級以上。
UI/Main/Continue,Text,,이어하기,Continuer,続きから,继续,繼續
UI/Main/Creative,Text,,창작마당,Workshop,ワークショップ,创意工坊,創意工坊
UI/Main/Credit,Text,,개발자,Crédits,スタッフロール,开发团队,開發團隊
UI/Main/DestinyPart,Text,,운명편,Chrono Ark: Fate,運命編,命运篇,命運篇
UI/Main/Keepplaying,Text,,"회차 데이터를 이어하지 않고 재시작 하겠습니까?
* 저장된 데이터는 초기화되지 않습니다.","Redémarrer tout en supprimant les données de l'exécution en cours ?
* Les données enregistrées ne sont pas supprimées.","周回データを引継がずに新しいゲームを開始しますか？
 *セーブデータは初期化されません。","确定要重新开始，而不是继续上一次的调查吗？
  * 保存的数据不会被重置。","確定要重新開始，而不是繼續上一次的調查嗎？
  * 儲存的資料不會被重置。"
UI/Main/Loading,Text,,불러오는 중...,Chargement...,Now Loading...,正在读取……,正在讀取……
UI/Main/Option,Text,,옵션,Options,オプション,选项,選項
UI/Main/PadDetect,Text,,컨트롤러가 감지되었습니다.,Une manette a été détectée.,コントローラーを確認しました。,已感应到控制器。,已感應到控制器。
UI/Main/PadOption,Text,,컨트롤러를 사용하려면 옵션에서 컨트롤러 사용 옵션을 체크해주세요.,"Si vous souhaitez utiliser votre manette, activez l'option « Activer la manette » dans les Paramètres.",コントローラーを使用するためにはオプションでコントローラー使用をチェックしてください。,若想使用豪赌客，请在豪赌客使用选项上打勾。,若想使用豪賭客，請在豪賭客使用選項上打勾。
UI/Main/PressAnyButton,Text,,계속하려면 아무 버튼이나 누르세요.,Appuyez sur un bouton pour continuer.,続行するには、いずれかのボタンを押してください。,继续请按任意按钮。,繼續請按任意按鈕。
