Key,Type,Desc,Korean,English,Japanese,Chinese,Chinese-TW [zh-tw],
RandomEvent/RE_StarPillar_OrderStrings_15,Text,,"계단을 올라가던 중, 발을 잘못 디뎌 하마터면 추락할 뻔했다.
간신히 떨어지지 않았지만, 가방에서 물약 하나가 튕겨져 나간 것 같다...","En montant les escaliers, j'ai fait un faux pas et j'ai failli tomber. 
J'ai réussi à me rattraper, mais j'ai l'impression qu'une potion est tombée de mon sac...","階段を登っている途中、足を踏み外して下に落ちそうになった。
なんとか踏みとどまったが、ポーションを1個、カバンから落としてしまったようだ...。","在上楼梯时，不小心踩空了差点掉下去。
 虽然勉强没有滚下楼梯，但好像有一个药水从包里掉出去了...","在上樓梯時，不小心踩空了差點掉下去。
 雖然勉強沒有滾下樓梯，但好像有個藥水從包包裡掉出去了...",
RandomEvent/RE_StarPillar_OrderStrings_16,Text,,"계단에 저주 트랩이 설치되어 있었다.
미처 피할 새도 없이 트랩이 발동되고 보유한 장비들이 전부 저주받고 말았다...","Un piège maudit avait été installé dans l'escalier. 
Il s'est déclenché avant même que nous puissions réagir, et tous nos équipements ont été maudits...","階段に呪いトラップが仕掛けられていた。
避けることもできず、トラップが発動した。
持っていた全装備が呪われてしまった...。","楼梯上设有诅咒陷阱。
 还没来得及反应就触发了陷阱，拥有的所有装备全部受到了诅咒...","樓梯上設有詛咒陷阱。
 還來不及反應就觸發了陷阱，擁有的所有裝備都受到了詛咒...",
RandomEvent/RE_StarPillar_OrderStrings_17,Text,,"계단 중간에 매혹적인 시계가 놓여져 있다.
왠지 이 시계를 반드시 가지고 가야만 할 것 같은 기분이 든다.
나는 무언가에 홀린 듯 시계를 주워서 품 안에 넣었다","Une étrange horloge envoûtante était posée au milieu de l'escalier. 
Pour une raison inconnue, j'ai ressenti le besoin irrépressible de l'emporter avec moi. 
Comme possédé par une force invisible, je l'ai ramassée et serrée contre moi.","階段の途中、魅力的な時計が置かれていた。
なぜかこの時計を持っていかなければならない気がして、
何かに惑わされたように時計を手に取って懐に入れる。","楼梯中间放着迷惑人心的表。
 不知为何感觉必须要把这个表拿走。
 我就像被什么蛊惑了一样，把表拿起来放进了怀里。","樓梯中間放著迷惑人心的表。
 不知為何感覺必須要把這個表拿走。
 我就像被什麼蠱惑了一樣，把手錶拿起來放進懷裡了。",
RandomEvent/RE_StarPillar_OrderStrings_18,Text,,다음,Suivant,次,下一个,下一個,
RandomEvent/RE_StarPillar_OrderStrings_2,Text,,승강기를 이용한다 (250골드),Utiliser l'ascenseur (250 pièces d'or),エレベーターを利用する。(250ゴールド),使用电梯（250金币）,使用電梯（250金幣）,
RandomEvent/RE_StarPillar_OrderStrings_3,Text,,골드를 지불하고 안전하게 올라간다,Payer et monter en toute sécurité.,ゴールドを払って安全な道を選ぶ。,支付金币安全地上去,支付金幣安全地上去,
RandomEvent/RE_StarPillar_OrderStrings_4,Text,,계단을 이용한다,Prendre les escaliers,階段を上る。,走楼梯,走樓梯,
RandomEvent/RE_StarPillar_OrderStrings_5,Text,,33% 확률로 모든 장비 아이템이 저주받는다.,33 % de chances de maudire tous les équipements.,33%の確率で全ての装備が呪われる。,33% 的概率所有装备道具受到诅咒。,33% 的機率所有裝備道具都受到詛咒。,
RandomEvent/RE_StarPillar_OrderStrings_6,Text,,승강기를 이용한다 (350골드),Utiliser l'ascenseur (350 pièces d'or),エレベーターを利用する。(350ゴールド),使用电梯（350金币）,使用電梯（350金幣）,
RandomEvent/RE_StarPillar_OrderStrings_7,Text,,골드를 지불하고 안전하게 올라간다,Payer et monter en toute sécurité.,ゴールドを払って安全な道を選ぶ。,支付金币安全地上去,支付金幣安全地上去,
RandomEvent/RE_StarPillar_OrderStrings_8,Text,,계단을 이용한다,Prendre les escaliers,階段を上る。,走楼梯,走樓梯,
RandomEvent/RE_StarPillar_OrderStrings_9,Text,,33% 확률로 루시 저주 스킬 저주받은 시계를 얻는다.,33 % de chances d'obtenir la Compétence Maudite de Lucy : Horloge Maudite.,33%の確率でルシーのジンクス「呪われた時計」を習得する。,33% 的概率获得露西诅咒技能 - 受诅咒的表。,33%的機率獲得露西詛咒技能 - 受詛咒的錶。,
RandomEvent/RE_SwordSanctuary_Desc,Text,,"<b>'숲의 검'</b>을 획득하는 대신, 이번 스테이지의 보스가 <b>'도르취 경'</b>으로 변경된다.",Obtenez <b>l'Épée de la Forêt</b>. Le boss de cet étage sera remplacé par <b>Sir Dorchi</b>.,<b>「森の剣」</b>を獲得する代わりに、このステージのボスが<b>「サー・ホルグ」</b>となる。,获得<b>‘森林之剑’</b>的同时，当前区域的BOSS变成<b>‘多尔希爵士’</b>。,在取得<b>‘森林之劍’</b>的同時，目前區域的BOSS變成<b>‘多爾希爵士’</b>。,
RandomEvent/RE_SwordSanctuary_EventDetails,Text,,"단단한 바위에 은은하게 빛나는 검이 꽂혀 있다.
검 근처에 있는 석판에는 다음과 같이 쓰여 있다.
“누구보다도 용맹했던 도치들의 영웅을 기리며”","Une lame scintillante est fichée dans un énorme rocher. 
Une stèle près de l'épée porte l'inscription : « En l'honneur du plus brave héros des Dochis. »","硬い岩に、かすかに光る剣が刺さっている。
剣の前にある石版には以下のように書かれている。
「誰よりも勇ましかったホーグ達の英雄を称える」","坚硬的岩石上插着一把银光闪闪的剑。
 附近的石板上刻着如下文字。
 “纪念勇猛无比的刺猬们的英雄”","堅硬的岩石上插著一把銀光閃閃的劍。
 附近的石板上刻著如下文字。
 “紀念勇猛無比的刺蝟們的英雄”",
RandomEvent/RE_SwordSanctuary_Name,Text,,검의 성소,Sanctuaire de l'Épée,剣の聖所,埋剑圣地,埋劍聖地,
RandomEvent/RE_SwordSanctuary_OrderStrings_0,Text,,"검을 뽑아들자 어디선가 부스럭거리는 소리가 들린다.
기분 탓일까... 누군가 지켜보고 있었던 것 같은 느낌이 든다.","Alors que nous retirons l'épée, un bruissement retentit au loin. 
Était-ce seulement le vent ? J'avais presque l'impression que quelqu'un nous observait.","剣を引き抜くと、どこかでがさっと音がした。
気のせいだろうか...誰かに見られている気がする。","将剑拔出后，听到了窸窸窣窣的声音。
 是我的错觉吗...感觉好像有人在盯着我。","將劍拔出後，聽到了窸窸窣窣的聲音。
 是我的錯覺嗎...感覺好像有人在盯著我。",
RandomEvent/RE_SwordSanctuary_OrderStrings_1,Text,,검이 꽂혀있던 자리에는 더이상 아무것도 남아있지 않다...,Il ne reste plus rien à l'endroit où se trouvait autrefois l'épée...,剣が刺さっていたところにはもう何も残っていない...。,原本插着剑的地方此刻空无一物...,原本插著劍的地方此刻空無一物...,
RandomEvent/RE_SwordSanctuary_UseButtonTooltip_0,Text,,숲의 검'을 획득한다. 이번 스테이지의 보스가 변경된다.,Obtenir l'Épée de la Forêt. Le boss de cet étage sera remplacé.,「森の剣」を獲得する。このステージのボスが変わる。,获得“森林之剑”。当前区域的BOSS已改变。,獲得「森林之劍」。目前區域的BOSS已改變。,
RandomEvent/RE_SwordSanctuary_UseButton_0,Text,,검을 뽑는다,Retirer l'épée,剣を引き抜く,拔剑,拔劍,
RandomEvent/RE_TheInquisition_Desc,Text,,"특별한 장비를 획득하고, 이번 스테이지의 보스를 '이단심문관 쥬다스'로 변경한다.",Obtenez un équipement spécial et remplacez le boss de cet étage par « Inquisiteur Judas ».,特別な装備を獲得し、このステージのボスを「異端審問官ジューダス」に変更する。,获得一件特殊装备，并将当前区域的BOSS转变为“异端审判官犹大”。,獲得一件特殊裝備，並將當前區域的BOSS轉變為「異端審判官猶大」。,
RandomEvent/RE_TheInquisition_EventDetails,Text,,"이교도나 사교를 판별하고 형벌을 내리는 성당이자 재판소.
주변의 흉흉한 처형 기구들로부터 과거의 잔혹한 흔적을 엿볼 수 있다.
성당의 정문은 마치 누군가를 부르듯, 낡은 마찰음을 내며 조금씩 흔들리고 있다.","Une cathédrale servant également de tribunal pour juger et condamner les hérétiques. 
Les terribles instruments de torture qui l'entourent rappellent son passé sanglant. 
Les immenses portes grincent doucement, comme si elles appelaient quelqu'un.","異教徒や邪教を判別し、刑罰を下す聖堂であり、裁判所でもある。
周囲の恐ろしい処刑装置から過去の残酷な痕跡をうかがい知ることができる。
聖堂の正門はまるで誰かを呼ぶかのように、古い摩擦音を立てながら少しずつ揺れている。","一座大教堂，同时也是用于审判异教徒或邪教徒的法庭。
周围令人毛骨悚然的刑具透露着它残酷的过去。
大教堂的正门微微颤动着，发出陈旧的摩擦声，仿佛在呼唤着什么人。","一座大教堂，同時也是用來審判異教徒或邪教徒的法庭。
周圍令人毛骨悚然的刑具透露著它殘酷的過去。
大教堂的正門微微顫動著，發出陳舊的摩擦聲，彷彿在呼喚著什麼人。",
RandomEvent/RE_TheInquisition_Name,Text,,이단심문소,Chambre de l'Inquisition,異端審問所,异端审判所,異端審判所,
RandomEvent/RE_TheInquisition_OrderStrings_0,Text,,"성당 내부에 인기척은 느껴지지 않는다. 아무도 없는 것 같다.
그럼에도 불구하고, 누군가의 꺼림칙한 시선이 느껴지는 것 같다.
...기분 탓일까?","Je ne perçois aucune présence à l'intérieur de la cathédrale. 
L'endroit semble désert. Pourtant, j'ai l'étrange impression que quelqu'un m'observe avec désapprobation... Est-ce seulement mon imagination ?","聖堂の内部に人の気配は感じられない。誰もいないようだ。
それにもかかわらず、誰かの不気味な視線を感じるような気がする。
...気のせいだろうか？","教堂里面静悄悄地，似乎一个人都没有。
但莫名感觉到有人在注视着我。
...不知道是不是错觉。","教堂裡面靜悄悄地，似乎一個人沒有。
但莫名感覺到有人在看著我。
...不知道是不是錯覺。",
RandomEvent/RE_TheInquisition_OrderStrings_1,Text,,"이교도나 사교를 판별하고 형벌을 내리는 성당이자 재판소.
주변의 흉흉한 처형 기구들로부터 과거의 잔혹한 흔적을 엿볼 수 있다.
정문에는 알 수 없는 힘이 작용하고 있어, 굳게 닫힌 채로 열리지 않는다.","Une cathédrale servant également de tribunal pour juger et condamner les hérétiques. Les terribles instruments de torture qui l'entourent rappellent son passé sanglant. 
Les portes principales sont scellées par une mystérieuse force.","異教徒や邪教を判別し、刑罰を下す聖堂であり、裁判所でもある。
周囲の恐ろしい処刑装置から過去の残酷な痕跡をうかがい知ることができる。
正門には未知の力が作用しており、固く閉ざされたまま開かない。","一座大教堂，同时也是用于审判异教徒或邪教徒的法庭。
周围令人毛骨悚然的刑具透露着它残酷的过去。
大门在某种未知力量的作用下，紧紧关闭着。","一座大教堂，同時也是用來審判異教徒或邪教徒的法庭。
周圍令人毛骨悚然的刑具透露著它殘酷的過去。
大門在某種未知力量的作用下，緊緊關閉著。",
RandomEvent/RE_TheInquisition_UseButton_0,Text,,문을 열고 들어가 본다.,Ouvrir la porte et entrer.,扉を開けて中に入る,打开门进去看看。,打開門進去看看。,
RandomEvent/RE_TimeVault_Desc,Text,,"아이템 1개를 선택해 <b>보존 기능</b>을 부여한다.
<b>파티가 전멸했을 경우</b>, 다음 회차에서 보존해둔 아이템을 가진 채로 시작할 수 있다.  장비 아이템의 인챈트나 저주는 유지되지 않는다.","Choisissez un objet et <b>conservez-le</b>. <b>Si l'équipe est anéantie</b>, vous commencerez votre prochaine partie avec cet objet. 
Les enchantements et les malédictions ne sont pas conservés.","アイテムを1個選択して<b>保存</b>を与える。
<b>パーティーが全滅した場合</b>、次の周回で保存したアイテムを持ってゲームを始めることができる。装備のエンチャントや呪いは引き継がれない。","选择1个道具赋予<b>保存</b>功能。
 <b>当队伍团灭后</b>，下次调查开始时可以获得保存的道具。装备道具的附魔或诅咒不会被保存。","選擇1個道具賦予<b>儲存</b>功能。
 <b>當隊伍團滅後</b>，下次調查開始時可以獲得已被保存的道具。裝備道具的附魔或詛咒不會被保存。",
